text,target,keywords_sorted,keywords_indices,keywords_count
"['yes', 'specifically', 'for', 'students', 'at', 'the', 'elementary', 'school', 'to', 'junior', 'high', 'school', 'level']","['<KEYWORD>', 'yes', '<KEYWORD>', 'specifically', 'for', 'students', 'at', 'the', 'elementary', 'school', 'to', 'junior', 'high', 'school', '<KEYWORD>', 'level', '<KEYWORD>']","['yes', 'level']","[0, 12]",2
"['yes', 'specifically', 'herbal', 'ones']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'herbal', 'ones']","['yes', 'specifically']","[0, 1]",2
"['yes', 'specifically', 'his', 'mother']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'his', 'mother']","['yes', 'specifically']","[0, 1]",2
"['yes', 'specifically', 'his', 'personal', 'life']","['yes', 'specifically', 'his', '<KEYWORD>', 'personal', '<KEYWORD>', '<KEYWORD>', 'life', '<KEYWORD>']","['personal', 'life']","[3, 4]",2
"['yes', 'specifically', 'his', 'television', 'career']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'his', 'television', 'career']","['yes', 'specifically']","[0, 1]",2
"['yes', 'specifically', 'how', 'is', 'it', 'different', 'from', 'hdl', 'and', 'vldl']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'how', 'is', 'it', 'different', 'from', 'hdl', 'and', 'vldl']","['yes', 'specifically']","[0, 1]",2
"['yes', 'specifically', 'how', 'to', 'build', 'adobe', 'houses']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'how', 'to', 'build', 'adobe', 'houses']","['yes', 'specifically']","[0, 1]",2
"['yes', 'specifically', 'i', 'am', 'interested', 'in', 'finding', 'a', 'map', 'of', 'barbados']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'i', 'am', 'interested', 'in', 'finding', 'a', 'map', 'of', 'barbados']","['yes', 'specifically']","[0, 1]",2
"['yes', 'specifically', 'i', 'need', 'to', 'know', 'about', 'good', 'and', 'bad', 'vldl', 'levels']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'i', 'need', 'to', 'know', 'about', 'good', 'and', 'bad', 'vldl', 'levels']","['yes', 'specifically']","[0, 1]",2
"['yes', 'specifically', 'id', 'like', 'to', 'know', 'which', 'campuses', 'are', 'part', 'of', 'the', 'university', 'of', 'north', 'carolina']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', '<KEYWORD>', 'id', '<KEYWORD>', 'like', 'to', 'know', 'which', 'campuses', 'are', '<KEYWORD>', 'part', '<KEYWORD>', 'of', 'the', 'university', 'of', 'north', 'carolina']","['yes', 'specifically', 'id', 'part']","[0, 1, 2, 9]",4
"['yes', 'specifically', 'in', 'the', 'elderly']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'in', 'the', 'elderly']","['yes', 'specifically']","[0, 1]",2
"['yes', 'specifically', 'info', 'on', 'test', 'prep', 'materials', 'and', 'sat', 'prep', 'courses']","['yes', 'specifically', 'info', 'on', 'test', '<KEYWORD>', 'prep', '<KEYWORD>', 'materials', 'and', '<KEYWORD>', 'sat', '<KEYWORD>', 'prep', 'courses']","['prep', 'sat']","[5, 8]",2
"['yes', 'specifically', 'information', 'about', 'his', 'parents', 'and', 'grandparents']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'information', 'about', 'his', '<KEYWORD>', 'parents', '<KEYWORD>', 'and', 'grandparents']","['yes', 'specifically', 'parents']","[0, 1, 5]",3
"['yes', 'specifically', 'information', 'about', 'the', 'business', 'that', 'cj', 'walker', 'started']","['yes', 'specifically', 'information', 'about', 'the', 'business', 'that', 'cj', '<KEYWORD>', 'walker', '<KEYWORD>', '<KEYWORD>', 'started', '<KEYWORD>']","['walker', 'started']","[8, 9]",2
"['yes', 'specifically', 'information', 'about', 'the', 'war', 'in', 'afghanistan']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'information', 'about', 'the', '<KEYWORD>', 'war', '<KEYWORD>', 'in', '<KEYWORD>', 'afghanistan', '<KEYWORD>']","['yes', 'specifically', 'war', 'afghanistan']","[0, 1, 5, 7]",4
"['yes', 'specifically', 'information', 'on', 'french', 'cave', 'paintings']","['yes', 'specifically', 'information', 'on', 'french', '<KEYWORD>', 'cave', '<KEYWORD>', '<KEYWORD>', 'paintings', '<KEYWORD>']","['cave', 'paintings']","[5, 6]",2
"['yes', 'specifically', 'information', 'on', 'their', 'pro', 'beach', 'volleyball', 'tournaments', 'and', 'events']","['<KEYWORD>', 'yes', '<KEYWORD>', 'specifically', 'information', 'on', 'their', 'pro', '<KEYWORD>', 'beach', '<KEYWORD>', 'volleyball', '<KEYWORD>', 'tournaments', '<KEYWORD>', 'and', '<KEYWORD>', 'events', '<KEYWORD>']","['yes', 'beach', 'tournaments', 'events']","[0, 6, 8, 10]",4
"['yes', 'specifically', 'more', 'about', 'the', 'withdrawal', 'limitations', 'for', 'a', '403b']","['<KEYWORD>', 'yes', '<KEYWORD>', 'specifically', 'more', 'about', 'the', 'withdrawal', 'limitations', 'for', 'a', '<KEYWORD>', '403b', '<KEYWORD>']","['yes', '403b']","[0, 9]",2
"['yes', 'specifically', 'ones', 'for', 'a', 'crockpot']","['<KEYWORD>', 'yes', '<KEYWORD>', 'specifically', 'ones', 'for', 'a', '<KEYWORD>', 'crockpot', '<KEYWORD>']","['yes', 'crockpot']","[0, 5]",2
"['yes', 'specifically', 'recipe', 'product', 'and', 'program', 'reviews']","['<KEYWORD>', 'yes', '<KEYWORD>', 'specifically', 'recipe', '<KEYWORD>', 'product', '<KEYWORD>', 'and', 'program', 'reviews']","['yes', 'product']","[0, 3]",2
"['yes', 'specifically', 'regulations', 'from', 'arizona', 'fish', 'and', 'wildlife']","['<KEYWORD>', 'yes', '<KEYWORD>', 'specifically', 'regulations', 'from', 'arizona', '<KEYWORD>', 'fish', '<KEYWORD>', 'and', 'wildlife']","['yes', 'fish']","[0, 5]",2
"['yes', 'specifically', 'sports', 'teams', 'at', 'their', 'high', 'school']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'sports', 'teams', 'at', 'their', 'high', 'school']","['yes', 'specifically']","[0, 1]",2
"['yes', 'specifically', 'that', 'pertaining', 'to', 'martin', 'luther', 'king', 'jr']","['yes', '<KEYWORD>', 'specifically', '<KEYWORD>', 'that', 'pertaining', 'to', '<KEYWORD>', 'martin', '<KEYWORD>', 'luther', 'king', 'jr']","['specifically', 'martin']","[1, 5]",2
"['yes', 'specifically', 'the', 'cold', 'turkey', 'method']","['yes', 'specifically', 'the', '<KEYWORD>', 'cold', '<KEYWORD>', 'turkey', '<KEYWORD>', 'method', '<KEYWORD>']","['cold', 'method']","[3, 5]",2
"['yes', 'specifically', 'the', 'cost']","['<KEYWORD>', 'yes', '<KEYWORD>', 'specifically', 'the', '<KEYWORD>', 'cost', '<KEYWORD>']","['yes', 'cost']","[0, 3]",2
"['yes', 'specifically', 'the', 'history', 'of', 'hangul']","['<KEYWORD>', 'yes', '<KEYWORD>', 'specifically', 'the', 'history', 'of', '<KEYWORD>', 'hangul', '<KEYWORD>']","['yes', 'hangul']","[0, 5]",2
"['yes', 'specifically', 'the', 'history', 'of', 'the', 'little', 'rock', '9']","['<KEYWORD>', 'yes', '<KEYWORD>', 'specifically', 'the', 'history', 'of', 'the', 'little', 'rock', '<KEYWORD>', '9', '<KEYWORD>']","['yes', '9']","[0, 8]",2
"['yes', 'specifically', 'the', 'korean', 'writing', 'system', 'hangui']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'the', 'korean', 'writing', 'system', '<KEYWORD>', 'hangui', '<KEYWORD>']","['yes', 'specifically', 'hangui']","[0, 1, 6]",3
"['yes', 'specifically', 'the', 'medications', 'used', 'to', 'treat', 'it']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'the', 'medications', 'used', 'to', 'treat', 'it']","['yes', 'specifically']","[0, 1]",2
"['yes', 'specifically', 'the', 'radio']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'the', 'radio']","['yes', 'specifically']","[0, 1]",2
"['yes', 'specifically', 'the', 'split', 'rock', 'resort']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'the', 'split', 'rock', 'resort']","['yes', 'specifically']","[0, 1]",2
"['yes', 'specifically', 'their', 'various', 'fittings']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'their', 'various', 'fittings']","['yes', 'specifically']","[0, 1]",2
"['yes', 'specifically', 'through', 'switching', 'to', 'a', 'dial', 'up', 'service']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'through', 'switching', 'to', 'a', 'dial', 'up', 'service']","['yes', 'specifically']","[0, 1]",2
"['yes', 'specifically', 'tourist', 'attractions']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'tourist', 'attractions']","['yes', 'specifically']","[0, 1]",2
"['yes', 'specifically', 'tournaments', 'for', 'texas', 'holdem']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', '<KEYWORD>', 'tournaments', '<KEYWORD>', 'for', 'texas', '<KEYWORD>', 'holdem', '<KEYWORD>']","['yes', 'specifically', 'tournaments', 'holdem']","[0, 1, 2, 5]",4
"['yes', 'specifically', 'what', 'issues', 'did', 'the', 'civil', 'rights', 'act', 'address', 'in', '1964']","['yes', 'specifically', 'what', 'issues', 'did', 'the', '<KEYWORD>', 'civil', '<KEYWORD>', '<KEYWORD>', 'rights', '<KEYWORD>', 'act', 'address', 'in', '1964']","['civil', 'rights']","[6, 7]",2
"['yes', 'specifically', 'what', 'levels', 'of', 'vldl', 'are', 'good', 'or', 'bad']","['<KEYWORD>', 'yes', '<KEYWORD>', 'specifically', 'what', '<KEYWORD>', 'levels', '<KEYWORD>', 'of', 'vldl', 'are', 'good', 'or', 'bad']","['yes', 'levels']","[0, 3]",2
"['yes', 'specifically', 'where', 'they', 'are', 'located']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'where', 'they', 'are', 'located']","['yes', 'specifically']","[0, 1]",2
"['yes', 'specificallyshows', 'that', 'offer', 'lapidary', 'classes']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specificallyshows', '<KEYWORD>', 'that', 'offer', 'lapidary', 'classes']","['yes', 'specificallyshows']","[0, 1]",2
"['yes', 'supports', 'and', 'braces', 'for', 'the', 'pain']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'supports', '<KEYWORD>', 'and', 'braces', 'for', 'the', 'pain']","['yes', 'supports']","[0, 1]",2
"['yes', 'surface', 'treatment', 'products', 'that', 'jax', 'chemical', 'company', 'manufactures']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'surface', '<KEYWORD>', 'treatment', 'products', 'that', '<KEYWORD>', 'jax', '<KEYWORD>', 'chemical', '<KEYWORD>', 'company', '<KEYWORD>', 'manufactures']","['yes', 'surface', 'jax', 'company']","[0, 1, 5, 7]",4
"['yes', 'symptoms', 'related', 'to', 'heat', 'strokes']","['yes', 'symptoms', 'related', 'to', '<KEYWORD>', 'heat', '<KEYWORD>', '<KEYWORD>', 'strokes', '<KEYWORD>']","['heat', 'strokes']","[4, 5]",2
"['yes', 'take', 'me', 'to', 'the', 'information', 'web', 'page', 'of', 'the', 'land', 'rover', 'defender', 'suv']","['<KEYWORD>', 'yes', '<KEYWORD>', 'take', 'me', 'to', 'the', 'information', 'web', 'page', 'of', 'the', 'land', 'rover', '<KEYWORD>', 'defender', '<KEYWORD>', 'suv']","['yes', 'defender']","[0, 12]",2
"['yes', 'tell', 'me', 'the', 'ratings', 'mayo', 'clinic', 'facilities', 'and', 'services']","['<KEYWORD>', 'yes', '<KEYWORD>', 'tell', 'me', 'the', 'ratings', 'mayo', 'clinic', '<KEYWORD>', 'facilities', '<KEYWORD>', 'and', '<KEYWORD>', 'services', '<KEYWORD>']","['yes', 'facilities', 'services']","[0, 7, 9]",3
"['yes', 'tell', 'me', 'the', 'types', 'of', 'vines', 'that', 'can', 'grow', 'in', 'shady', 'areas']","['<KEYWORD>', 'yes', '<KEYWORD>', 'tell', 'me', 'the', 'types', 'of', '<KEYWORD>', 'vines', '<KEYWORD>', 'that', 'can', 'grow', 'in', 'shady', '<KEYWORD>', 'areas', '<KEYWORD>']","['yes', 'vines', 'areas']","[0, 6, 12]",3
"['yes', 'tell', 'me', 'where', 'their', 'stores', 'are']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'tell', '<KEYWORD>', 'me', 'where', 'their', 'stores', 'are']","['yes', 'tell']","[0, 1]",2
"['yes', 'that', 'is', 'also', 'help', 'but', 'i', 'am', 'interested', 'in', 'the', 'major', 'differences', 'of', 'both', 'types', 'of', 'fats']","['<KEYWORD>', 'yes', '<KEYWORD>', 'that', 'is', '<KEYWORD>', 'also', '<KEYWORD>', '<KEYWORD>', 'help', '<KEYWORD>', 'but', 'i', 'am', '<KEYWORD>', 'interested', '<KEYWORD>', 'in', 'the', 'major', 'differences', 'of', 'both', 'types', 'of', 'fats']","['yes', 'also', 'help', 'interested']","[0, 3, 4, 8]",4
"['yes', 'that', 'is', 'part', 'fo', 'what', 'im', 'looking', 'for']","['yes', 'that', 'is', 'part', '<KEYWORD>', 'fo', '<KEYWORD>', 'what', '<KEYWORD>', 'im', '<KEYWORD>', 'looking', 'for']","['fo', 'im']","[4, 6]",2
"['yes', 'that', 'is', 'part', 'of', 'it', 'plus', 'techniques', 'to', 'lower', 'it']","['<KEYWORD>', 'yes', '<KEYWORD>', 'that', 'is', 'part', 'of', 'it', 'plus', 'techniques', 'to', '<KEYWORD>', 'lower', '<KEYWORD>', 'it']","['yes', 'lower']","[0, 9]",2
"['yes', 'that', 'is', 'precisely', 'what', 'i', 'want']","['<KEYWORD>', 'yes', '<KEYWORD>', 'that', 'is', 'precisely', 'what', 'i', '<KEYWORD>', 'want', '<KEYWORD>']","['yes', 'want']","[0, 6]",2
"['yes', 'that', 'is', 'what', 'i', 'am', 'looking', 'for']","['<KEYWORD>', 'yes', '<KEYWORD>', 'that', 'is', 'what', 'i', 'am', '<KEYWORD>', 'looking', '<KEYWORD>', 'for']","['yes', 'looking']","[0, 6]",2
"['yes', 'that', 'might', 'help']","['<KEYWORD>', 'yes', '<KEYWORD>', 'that', 'might', '<KEYWORD>', 'help', '<KEYWORD>']","['yes', 'help']","[0, 3]",2
"['yes', 'that', 'would', 'be', 'a', 'big', 'help']","['<KEYWORD>', 'yes', '<KEYWORD>', 'that', '<KEYWORD>', 'would', '<KEYWORD>', 'be', 'a', '<KEYWORD>', 'big', '<KEYWORD>', '<KEYWORD>', 'help', '<KEYWORD>']","['yes', 'would', 'big', 'help']","[0, 2, 5, 6]",4
"['yes', 'that', 'would', 'be', 'good']","['<KEYWORD>', 'yes', '<KEYWORD>', 'that', '<KEYWORD>', 'would', '<KEYWORD>', 'be', 'good']","['yes', 'would']","[0, 2]",2
"['yes', 'that', 'would', 'be', 'great']","['yes', 'that', '<KEYWORD>', 'would', '<KEYWORD>', 'be', '<KEYWORD>', 'great', '<KEYWORD>']","['would', 'great']","[2, 4]",2
"['yes', 'that', 'would', 'be', 'helpful']","['<KEYWORD>', 'yes', '<KEYWORD>', 'that', 'would', 'be', '<KEYWORD>', 'helpful', '<KEYWORD>']","['yes', 'helpful']","[0, 4]",2
"['yes', 'that', 'would', 'be', 'helpful', 'get', 'more', 'information']","['<KEYWORD>', 'yes', '<KEYWORD>', 'that', '<KEYWORD>', 'would', '<KEYWORD>', 'be', 'helpful', 'get', 'more', 'information']","['yes', 'would']","[0, 2]",2
"['yes', 'that', 'would', 'be', 'helpful', 'information']","['<KEYWORD>', 'yes', '<KEYWORD>', 'that', 'would', 'be', '<KEYWORD>', 'helpful', '<KEYWORD>', 'information']","['yes', 'helpful']","[0, 4]",2
"['yes', 'that', 'would', 'be', 'historical']","['<KEYWORD>', 'yes', '<KEYWORD>', 'that', '<KEYWORD>', 'would', '<KEYWORD>', 'be', 'historical']","['yes', 'would']","[0, 2]",2
"['yes', 'that', 'would', 'be', 'interesting']","['<KEYWORD>', 'yes', '<KEYWORD>', 'that', '<KEYWORD>', 'would', '<KEYWORD>', 'be', '<KEYWORD>', 'interesting', '<KEYWORD>']","['yes', 'would', 'interesting']","[0, 2, 4]",3
"['yes', 'that', 'would', 'be', 'perfect']","['yes', 'that', '<KEYWORD>', 'would', '<KEYWORD>', 'be', '<KEYWORD>', 'perfect', '<KEYWORD>']","['would', 'perfect']","[2, 4]",2
"['yes', 'that', 'would', 'help']","['<KEYWORD>', 'yes', '<KEYWORD>', 'that', '<KEYWORD>', 'would', '<KEYWORD>', 'help']","['yes', 'would']","[0, 2]",2
"['yes', 'that', 'would', 'help', 'me', 'celebrate', 'poem', 'in', 'your', 'pocket', 'day']","['<KEYWORD>', 'yes', '<KEYWORD>', 'that', 'would', '<KEYWORD>', 'help', '<KEYWORD>', 'me', '<KEYWORD>', 'celebrate', '<KEYWORD>', 'poem', 'in', 'your', '<KEYWORD>', 'pocket', '<KEYWORD>', 'day']","['yes', 'help', 'celebrate', 'pocket']","[0, 3, 5, 9]",4
"['yes', 'thats', 'exactly', 'what', 'im', 'looking', 'for']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'thats', '<KEYWORD>', 'exactly', 'what', 'im', 'looking', 'for']","['yes', 'thats']","[0, 1]",2
"['yes', 'thats', 'what', 'im', 'looking', 'for']","['yes', '<KEYWORD>', 'thats', '<KEYWORD>', 'what', 'im', '<KEYWORD>', 'looking', '<KEYWORD>', 'for']","['thats', 'looking']","[1, 4]",2
"['yes', 'the', 'arizona', 'fishing', 'report']","['<KEYWORD>', 'yes', '<KEYWORD>', 'the', 'arizona', '<KEYWORD>', 'fishing', '<KEYWORD>', 'report']","['yes', 'fishing']","[0, 3]",2
"['yes', 'the', 'arizona', 'fishing', 'report', 'page']","['<KEYWORD>', 'yes', '<KEYWORD>', 'the', 'arizona', 'fishing', 'report', '<KEYWORD>', 'page', '<KEYWORD>']","['yes', 'page']","[0, 5]",2
"['yes', 'the', 'arizona', 'fishing', 'report', 'web', 'site']","['yes', 'the', '<KEYWORD>', 'arizona', '<KEYWORD>', '<KEYWORD>', 'fishing', '<KEYWORD>', '<KEYWORD>', 'report', '<KEYWORD>', 'web', 'site']","['arizona', 'fishing', 'report']","[2, 3, 4]",3
"['yes', 'the', 'bart', 'one', 'that', 'has', 'train', 'schedules', 'and', 'fares']","['<KEYWORD>', 'yes', '<KEYWORD>', 'the', '<KEYWORD>', 'bart', '<KEYWORD>', 'one', 'that', 'has', 'train', 'schedules', 'and', 'fares']","['yes', 'bart']","[0, 2]",2
"['yes', 'the', 'benefits', 'of', 'quitting', 'smoking']","['yes', 'the', '<KEYWORD>', 'benefits', '<KEYWORD>', 'of', '<KEYWORD>', 'quitting', '<KEYWORD>', '<KEYWORD>', 'smoking', '<KEYWORD>']","['benefits', 'quitting', 'smoking']","[2, 4, 5]",3
"['yes', 'the', 'best', 'ones']","['<KEYWORD>', 'yes', '<KEYWORD>', 'the', 'best', '<KEYWORD>', 'ones', '<KEYWORD>']","['yes', 'ones']","[0, 3]",2
"['yes', 'the', 'bobcat', 'model']","['<KEYWORD>', 'yes', '<KEYWORD>', 'the', '<KEYWORD>', 'bobcat', '<KEYWORD>', '<KEYWORD>', 'model', '<KEYWORD>']","['yes', 'bobcat', 'model']","[0, 2, 3]",3
"['yes', 'the', 'creature', 'worm', 'in', 'nature']","['yes', 'the', '<KEYWORD>', 'creature', '<KEYWORD>', '<KEYWORD>', 'worm', '<KEYWORD>', 'in', 'nature']","['creature', 'worm']","[2, 3]",2
"['yes', 'the', 'french', 'lick', 'resort', 'and', 'casino', 'i', 'need', 'discount', 'package', 'information', 'about', 'them']","['<KEYWORD>', 'yes', '<KEYWORD>', 'the', 'french', 'lick', 'resort', 'and', 'casino', 'i', '<KEYWORD>', 'need', '<KEYWORD>', '<KEYWORD>', 'discount', '<KEYWORD>', '<KEYWORD>', 'package', '<KEYWORD>', 'information', 'about', 'them']","['yes', 'need', 'discount', 'package']","[0, 8, 9, 10]",4
"['yes', 'the', 'ground', 'elevation', 'changes', 'and', 'movement', 'resulting', 'from', 'ongoing', 'lowlevel', 'geothermal', 'activity']","['<KEYWORD>', 'yes', '<KEYWORD>', 'the', '<KEYWORD>', 'ground', '<KEYWORD>', 'elevation', 'changes', 'and', 'movement', 'resulting', 'from', 'ongoing', 'lowlevel', 'geothermal', 'activity']","['yes', 'ground']","[0, 2]",2
"['yes', 'the', 'homepage', 'of', 'avp']","['<KEYWORD>', 'yes', '<KEYWORD>', 'the', 'homepage', 'of', '<KEYWORD>', 'avp', '<KEYWORD>']","['yes', 'avp']","[0, 4]",2
"['yes', 'the', 'least', 'expensive', 'ones']","['<KEYWORD>', 'yes', '<KEYWORD>', 'the', '<KEYWORD>', 'least', '<KEYWORD>', 'expensive', 'ones']","['yes', 'least']","[0, 2]",2
"['yes', 'the', 'nasa', 'voyager']","['<KEYWORD>', 'yes', '<KEYWORD>', 'the', 'nasa', '<KEYWORD>', 'voyager', '<KEYWORD>']","['yes', 'voyager']","[0, 3]",2
"['yes', 'the', 'nile', 'river', 'and', 'its', 'basin']","['<KEYWORD>', 'yes', '<KEYWORD>', 'the', 'nile', 'river', 'and', 'its', '<KEYWORD>', 'basin', '<KEYWORD>']","['yes', 'basin']","[0, 6]",2
"['yes', 'the', 'nissan', 'titan', 'pickup', 'truck']","['yes', 'the', 'nissan', '<KEYWORD>', 'titan', '<KEYWORD>', '<KEYWORD>', 'pickup', '<KEYWORD>', 'truck']","['titan', 'pickup']","[3, 4]",2
"['yes', 'the', 'nissan', 'titan', 'truck']","['yes', 'the', '<KEYWORD>', 'nissan', '<KEYWORD>', '<KEYWORD>', 'titan', '<KEYWORD>', 'truck']","['nissan', 'titan']","[2, 3]",2
"['yes', 'the', 'official', 'website', 'of', 'the', 'bobcat', 'company']","['<KEYWORD>', 'yes', '<KEYWORD>', 'the', '<KEYWORD>', 'official', '<KEYWORD>', '<KEYWORD>', 'website', '<KEYWORD>', 'of', 'the', 'bobcat', '<KEYWORD>', 'company', '<KEYWORD>']","['yes', 'official', 'website', 'company']","[0, 2, 3, 7]",4
"['yes', 'the', 'ontario', 'canada', 'airport']","['<KEYWORD>', 'yes', '<KEYWORD>', 'the', '<KEYWORD>', 'ontario', '<KEYWORD>', 'canada', 'airport']","['yes', 'ontario']","[0, 2]",2
"['yes', 'the', 'specials', 'and', 'discount', 'page']","['<KEYWORD>', 'yes', '<KEYWORD>', 'the', 'specials', 'and', '<KEYWORD>', 'discount', '<KEYWORD>', 'page']","['yes', 'discount']","[0, 4]",2
"['yes', 'the', 'sports', 'programs']","['<KEYWORD>', 'yes', '<KEYWORD>', 'the', 'sports', '<KEYWORD>', 'programs', '<KEYWORD>']","['yes', 'programs']","[0, 3]",2
"['yes', 'the', 'symptoms']","['<KEYWORD>', 'yes', '<KEYWORD>', 'the', '<KEYWORD>', 'symptoms', '<KEYWORD>']","['yes', 'symptoms']","[0, 2]",2
"['yes', 'the', 'web', 'page', 'for', 'the', 'nissan', 'titan', 'truck']","['yes', 'the', '<KEYWORD>', 'web', '<KEYWORD>', 'page', 'for', 'the', '<KEYWORD>', 'nissan', '<KEYWORD>', '<KEYWORD>', 'titan', '<KEYWORD>', 'truck']","['web', 'nissan', 'titan']","[2, 6, 7]",3
"['yes', 'this', 'is', 'what', 'i', 'need']","['<KEYWORD>', 'yes', '<KEYWORD>', 'this', 'is', 'what', 'i', '<KEYWORD>', 'need', '<KEYWORD>']","['yes', 'need']","[0, 5]",2
"['yes', 'to', 'be', 'precise', 'to', 'read', 'about', 'the', 'debate', 'between', 'barack', 'obama', 'and', 'john', 'mccain']","['<KEYWORD>', 'yes', '<KEYWORD>', 'to', 'be', '<KEYWORD>', 'precise', '<KEYWORD>', 'to', 'read', 'about', 'the', '<KEYWORD>', 'debate', '<KEYWORD>', 'between', 'barack', 'obama', 'and', 'john', '<KEYWORD>', 'mccain', '<KEYWORD>']","['yes', 'precise', 'debate', 'mccain']","[0, 3, 8, 14]",4
"['yes', 'to', 'be', 'specific', 'i', 'want', 'a', 'certain', 'tourism', 'website']","['<KEYWORD>', 'yes', '<KEYWORD>', 'to', 'be', '<KEYWORD>', 'specific', '<KEYWORD>', 'i', 'want', 'a', '<KEYWORD>', 'certain', '<KEYWORD>', 'tourism', '<KEYWORD>', 'website', '<KEYWORD>']","['yes', 'specific', 'certain', 'website']","[0, 3, 7, 9]",4
"['yes', 'top', 'rated', 'keyboards', 'for', 'gaming']","['yes', 'top', 'rated', '<KEYWORD>', 'keyboards', '<KEYWORD>', 'for', '<KEYWORD>', 'gaming', '<KEYWORD>']","['keyboards', 'gaming']","[3, 5]",2
